ID	Description	pvalue	p.adjust	ES	NES	size	leadingEdge
GO:0006189	'de novo' IMP biosynthetic process [biological_process]	0.00251419367411241	0.102766798634056	-0.874419656975116	-1.70258356473827	6	YMR120C/YAR015W/YLR359W/YMR300C
GO:0006281	DNA repair [biological_process]	0.00225349822737357	0.102766798634056	0.42307462559941	1.63463091065952	63	YBL003C/YLR151C/YPR023C/YAR007C/YDR359C/YBR073W/YPL153C/YFR027W/YOL034W/YNL273W/YLR383W/YER041W/YGL127C/YHR164C
GO:0006450	regulation of translational fidelity [biological_process]	0.00282417285298186	0.108997806325894	-0.778162134815453	-1.76597903100919	12	YDL229W/YHR064C/YNL209W/YJR123W/YDL075W/YLR406C/YGR285C/YER049W/YGR118W/YGL169W/YPR132W
GO:0018345	protein palmitoylation [biological_process]	0.00304977769876465	0.114607435627261	0.798015929206944	1.85040433457394	8	YOL110W/YDR459C/YOR034C/YNL326C/YOL003C/YLR246W
GO:0030490	maturation of SSU-rRNA [biological_process]	0.00320323537884837	0.11728769541014	-0.758333830277393	-1.74871005966973	13	YNR046W/YJR123W/YGL120C/YMR014W/YOR056C/YOR369C/YGL171W/YMR229C/YOL022C
GO:0060003	copper ion export [biological_process]	0.00337463248645707	0.120474379766518	-0.984283444402364	-1.46918923818732	2	YIL121W
GO:0030491	heteroduplex formation [biological_process]	0.00364692803180595	0.120788113973878	0.790406918466112	1.83276089420973	8	YAR007C/YGL163C/YBR073W/YDR076W/YER095W/YJL173C
GO:0006906	vesicle fusion [biological_process]	0.00372176261544161	0.120788113973878	0.63257441317308	1.81360639397515	17	YPL232W/YOR327C/YGR009C/YLR093C/YOL018C/YAL030W/YKL196C
GO:0000727	double-strand break repair via break-induced replication [biological_process]	0.00363301956954251	0.120788113973878	0.556867893235508	1.76415577569655	26	YPR019W/YKL108W/YBR202W/YGL201C/YLR135W/YLR103C/YDL017W/YDR386W/YJL072C/YOL146W/YMR284W/YEL032W/YLR274W/YDR013W/YML061C
GO:0006303	double-strand break repair via nonhomologous end joining [biological_process]	0.00361732257896162	0.120788113973878	0.535851734940937	1.70598928037524	29	YNL133C/YKL113C/YLR247C/YCR014C/YOL004W/YDR369C/YNL250W/YLR442C/YDR227W/YMR284W/YBR160W/YGR056W/YJL164C/YGL090W
GO:0034475	U4 snRNA 3'-end processing [biological_process]	0.00409791494761008	0.129991652347088	-0.777537574011508	-1.75563956338999	11	YOR001W/YJL050W/YGR158C/YHR069C/YLR059C/YDR280W/YMR239C/YGR195W
GO:0006415	translational termination [biological_process]	0.00418740616804345	0.129991652347088	-0.76530758652514	-1.73680662372009	12	YDL229W/YLR249W/YBR143C/YNL016W/YDR091C/YDR172W/YER049W/YDR429C/YLR075W
GO:0000920	septum digestion after cytokinesis [biological_process]	0.00460793206169765	0.140002701789452	-0.684813470294925	-1.6845943304942	18	YHR143W/YNL327W/YER124C/YNR067C/YCR057C
GO:0032048	cardiolipin metabolic process [biological_process]	0.00473416643568473	0.140841451461621	0.811480336800428	1.80907420286188	7	YGR110W/YLR193C/YPR140W
GO:0006414	translational elongation [biological_process]	0.00555216850811889	0.155748803936185	-0.758424632963447	-1.72118629073609	12	YAL003W/YKL081W/YLR249W/YBR118W/YPR080W/YLR150W
GO:0000722	telomere maintenance via recombination [biological_process]	0.00553415578287121	0.155748803936185	0.523880748170388	1.66787729197546	29	YAR007C/YGL163C/YKR095W-A/YDL059C/YDL002C/YER095W/YJL173C/YOR189W/YNL250W/YLR288C/YER092W/YDL074C/YML061C/YNL088W/YDR004W/YML032C/YBR136W
GO:0009083	branched-chain amino acid catabolic process [biological_process]	0.00556245728343516	0.155748803936185	-0.978614351360905	-1.4607272747822	2	YJR148W/YHR208W
GO:0000422	autophagy of mitochondrion [biological_process]	0.00592282436398589	0.159581003618337	0.52681293485924	1.7124082227236	31	YLR356W/YDL113C/YPR049C/YDR022C/YCR079W/YNL223W/YPR185W/YIL146C/YBL078C/YBR217W/YHR171W/YOR043W/YPL149W/YNL242W/YGL180W/YNR007C/YJL036W/YFR028C
GO:0042254	ribosome biogenesis [biological_process]	0.00582598226742155	0.159581003618337	-0.670606582777885	-1.68295973004013	19	YER036C/YER056C-A/YPL012W/YKR094C/YMR128W/YMR131C/YIL148W/YKL078W/YLR167W/YJR066W/YOR096W/YNL096C/YHR040W/YJR041C/YGL029W
GO:0000296	spermine transport [biological_process]	0.00609645005629094	0.161217234821916	-0.84611364469145	-1.6474688942102	6	YOR273C/YGR138C/YJR059W/YLL028W
GO:0031503	protein-containing complex localization [biological_process]	0.00696954970100392	0.168686728356502	0.626469567185332	1.75981407977118	16	YDL007W/YOL082W/YPR049C/YBL078C/YMR111C/YDL017W/YOL083W/YBL010C/YLR262C/YOR229W
GO:0006452	translational frameshifting [biological_process]	0.00658927504582996	0.168686728356502	-0.889832007073386	-1.66157822539456	5	YDL229W/YHR064C/YNL209W/YJR047C/YGR285C
GO:0007034	vacuolar transport [biological_process]	0.00694196466666348	0.168686728356502	-0.68714592759904	-1.65509460189168	16	YPL019C/YJL012C/YER072W/YFL004W/YLR083C/YLR447C
GO:0000423	mitophagy [biological_process]	0.00672995917255317	0.168686728356502	0.852166224580018	1.65034415662773	5	YBL017C/YJL185C/YIL156W-B/YGL020C/YER083C
GO:0015846	polyamine transport [biological_process]	0.00688229846281612	0.168686728356502	0.971578525352083	1.46117830849078	2	YKR039W
GO:0034354	'de novo' NAD+ biosynthetic process from L-tryptophan [biological_process]	0.00730097929371581	0.170914728384036	0.84921070781855	1.64462036744621	5	YJR078W/YJR025C/YFR047C/YLR231C
GO:0019379	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [biological_process]	0.00726253217957873	0.170914728384036	0.970130788264404	1.45900102485007	2	YPR167C/YKL001C
GO:0070898	RNA polymerase III preinitiation complex assembly [biological_process]	0.00746412799030774	0.171666212509806	0.847901537370848	1.64208496797123	5	YGR246C/YBR089C-A/YNL039W
GO:0006183	GTP biosynthetic process [biological_process]	0.0075735093754326	0.171666212509806	-0.974902792506186	-1.45518722190692	2	YHR216W/YLR432W
GO:0031106	septin ring organization [biological_process]	0.0077118109299163	0.172069781373757	0.698635478639424	1.74576800027151	11	YOR127W/YDR309C/YDR379W/YLR229C/YDL127W/YHR061C/YNL298W
GO:0055085	transmembrane transport [biological_process]	0.00793408131535996	0.174305663358985	-0.493123581791797	-1.5632801565454	68	YIL121W/YDR342C/YDR345C/YBR068C/YCL025C/YGL008C/YEL065W/YBR296C/YDR343C/YDR046C/YDR384C
GO:0006473	protein acetylation [biological_process]	0.00863587118415987	0.186848849257277	0.966996455728795	1.45428723322837	2	YEL066W
GO:0098718	serine import across plasma membrane [biological_process]	0.00887178889095926	0.189088276661042	-0.972508833616978	-1.45161388268569	2	YCL025C
GO:0006696	ergosterol biosynthetic process [biological_process]	0.00950825555234351	0.196779549691979	-0.605544406787833	-1.62915696883862	26	YLR056W/YML008C/YML075C/YHR007C/YMR015C/YER044C/YML126C/YGR175C/YMR220W/YKL150W/YGR060W/YPL117C/YJL167W/YGL001C
GO:0016192	vesicle-mediated transport [biological_process]	0.00941680522982475	0.196779549691979	0.466584336653729	1.57734715436422	34	YML001W/YER136W/YDR100W/YHR110W/YLR309C/YPL249C/YDL018C/YLR093C/YAL024C/YDR084C/YMR071C/YOR326W
GO:0000470	maturation of LSU-rRNA [biological_process]	0.00978766874854659	0.198861068376039	-0.742597012131968	-1.68526672430051	12	YHL033C/YPL198W/YNL069C/YNR046W/YGL076C/YLL045C/YIL133C/YHL001W
GO:0071805	potassium ion transmembrane transport [biological_process]	0.00988735003830448	0.198861068376039	0.927650033369923	1.53146797974079	3	YDR456W/YJR054W
GO:0016237	microautophagy [biological_process]	0.0101617148185281	0.20154067723414	-0.741618565916676	-1.68304621597472	12	YPL019C/YJL012C/YER072W
GO:0000743	nuclear migration involved in conjugation with cellular fusion [biological_process]	0.0104112616407346	0.203661392095465	0.832163908168547	1.61160675416266	5	YMR198W/YPR141C
GO:0015986	proton motive force-driven ATP synthesis [biological_process]	0.0108716700077478	0.204756652740976	0.629227856644125	1.75040970127686	15	YDR298C/YPL078C/YDL004W/YBR039W/YPL271W/YDR377W/YJR121W/YPR020W/YDR322C-A/YBL099W
GO:0006279	premeiotic DNA replication [biological_process]	0.0114583739345595	0.204756652740976	0.750758398433114	1.74082564499558	8	YDR052C/YPR120C/YBR057C/YGR109C/YDL017W/YNL102W
GO:0005978	glycogen biosynthetic process [biological_process]	0.0116700532217513	0.204756652740976	-0.781730978509388	-1.68518740126148	9	YFR015C/YLR258W/YMR105C/YKR058W/YKL035W/YEL011W/YKL127W
GO:0007015	actin filament organization [biological_process]	0.0109628464618639	0.204756652740976	0.53167831661193	1.66134034472595	24	YOR127W/YBL085W/YLL050C/YNL079C/YHR114W/YDL135C/YLR429W/YOR367W/YOR043W
GO:0019655	pyruvate fermentation to ethanol [biological_process]	0.0112061659454172	0.204756652740976	-0.867699199818916	-1.62024976079838	5	YMR145C/YOL086C/YLR044C/YBR145W
GO:0033314	mitotic DNA replication checkpoint signaling [biological_process]	0.0118868449258683	0.204756652740976	0.828864945454365	1.60521783181249	5	YKL108W/YDR052C/YHR164C/YDL017W
GO:0016236	macroautophagy [biological_process]	0.0107891956084716	0.204756652740976	0.400600717834327	1.54816718034464	62	YDL137W/YLR417W/YLR356W/YML001W/YLR211C/YDL113C/YMR121C/YGL167C/YLL001W/YCR079W/YKR068C/YPR185W/YHR171W/YGL124C/YJL178C/YPR173C/YGR188C/YLR240W/YPL149W
GO:0006650	glycerophospholipid metabolic process [biological_process]	0.0113932818888471	0.204756652740976	-0.935970605116648	-1.4945098438678	3	YMR006C/YMR008C
GO:0006546	glycine catabolic process [biological_process]	0.0119011219730399	0.204756652740976	-0.968032802860065	-1.44493274194798	2	YAL044C
GO:0097576	vacuole fusion [biological_process]	0.0119011219730399	0.204756652740976	-0.968025597389134	-1.44492198671238	2	YPR149W
GO:0006289	nucleotide-excision repair [biological_process]	0.0122047463364208	0.207480687719153	0.494218639733629	1.58020577210274	28	YAR007C/YDR311W/YGR258C/YER095W/YJL173C/YLR005W/YJR035W/YDR460W/YJR006W/YHL025W/YDR217C/YER173W/YGL048C/YDR079C-A
GO:0009082	branched-chain amino acid biosynthetic process [biological_process]	0.0123841584446969	0.208053861870908	-0.820423275798407	-1.59744714607079	6	YJR148W/YHR208W/YJR016C/YLR355C
GO:0030150	protein import into mitochondrial matrix [biological_process]	0.0127067643242009	0.209787185353438	-0.612986050417777	-1.6004723785299	23	YJR045C/YLR008C/YIL022W/YGR082W/YJL104W/YNR017W/YOR232W/YNL121C/YJL143W/YKR065C/YLR090W
GO:0010468	regulation of gene expression [biological_process]	0.0127811520488439	0.209787185353438	0.921093559047665	1.5206438217897	3	YJL115W
GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [biological_process]	0.0129719658861493	0.210499628243423	-0.864014146772768	-1.61336868228892	5	YLR048W/YGR214W/YDL060W/YKR057W/YJL136C
GO:0042026	protein refolding [biological_process]	0.0132579935860735	0.212723762257449	-0.705416757775605	-1.64071574584485	14	YJR045C/YNL064C/YOR020C/YOR232W/YPL240C/YLR259C/YPL106C/YFL016C/YLR216C
GO:0031204	post-translational protein targeting to membrane, translocation [biological_process]	0.0135087967087279	0.21433957444515	0.659341482344266	1.70815083004877	12	YDR086C/YBR171W/YLR378C/YOR324C
GO:1901900	regulation of protein localization to cell division site [biological_process]	0.0137633465069847	0.215978668263453	0.85423618336193	1.53064346773962	4	YDR507C/YOL070C
GO:0015677	copper ion import [biological_process]	0.0140258169753175	0.216581754597497	-0.823536638543698	-1.66392740360912	7	YPR124W/YMR319C/YLR214W/YOL152W
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process [biological_process]	0.0145601179561343	0.216581754597497	-0.820890662137969	-1.65858129944722	7	YNL112W/YGR095C/YOR001W/YJL050W
GO:0008361	regulation of cell size [biological_process]	0.014523974968359	0.216581754597497	-0.585059053739036	-1.57404316495493	26	YHR030C/YLR342W/YJR059W/YNL248C/YBR093C/YGL253W/YHL011C/YHR206W/YER020W/YHR066W/YLR403W/YNL197C
GO:1902906	proteasome storage granule assembly [biological_process]	0.0144118486351886	0.216581754597497	-0.899394717066166	-1.56317669148504	4	YGL008C/YBR127C/YFL007W
GO:0006101	citrate metabolic process [biological_process]	0.0144439466049031	0.216581754597497	0.959080014565524	1.44238152328689	2	YCR005C
GO:1901524	regulation of mitophagy [biological_process]	0.0150663706801604	0.221801828157412	0.851299981446455	1.5253823018356	4	YGR178C/YCR079W/YIL042C
GO:0031120	snRNA pseudouridine synthesis [biological_process]	0.0154085986751298	0.222257362707933	-0.810092440156293	-1.57733196357922	6	YHR089C/YLR175W/YDL208W/YOR243C/YPL212C
GO:0010973	positive regulation of division septum assembly [biological_process]	0.0154049544485909	0.222257362707933	-0.92355832708504	-1.47469055509778	3	YHR030C
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane [biological_process]	0.0159353757591366	0.227557165840471	-0.805783847415368	-1.56894269747646	6	YOR153W/YHL035C
GO:0006797	polyphosphate metabolic process [biological_process]	0.0161018778351001	0.227658233153692	-0.768398628423058	-1.65644668480998	9	YPL019C/YJL012C/YER072W
GO:0000256	allantoin catabolic process [biological_process]	0.0170653885040764	0.232089283655439	0.770240602295788	1.58554980404471	6	YIR028W/YIR029W/YIR032C
GO:0044395	protein targeting to vacuolar membrane [biological_process]	0.016971042639686	0.232089283655439	0.808221034301099	1.56523788757271	5	YDR092W/YKR051W/YGL124C/YGL087C
GO:0006083	acetate metabolic process [biological_process]	0.0167426407709142	0.232089283655439	0.955461293743372	1.43693924946975	2	YOR126C/YBL015W
GO:0015866	ADP transport [biological_process]	0.0170498366484404	0.232089283655439	0.954120538077551	1.43492285754181	2	YBL030C
GO:0000921	septin ring assembly [biological_process]	0.0173357639619299	0.23346710668889	0.60731672715431	1.68945649772758	15	YCR002C/YDR507C/YCL024W/YKL048C/YHR115C/YLR314C
GO:0007064	mitotic sister chromatid cohesion [biological_process]	0.0174936837645037	0.23346710668889	0.486562522016371	1.54142857557356	26	YFL008W/YIL026C/YPR141C/YNL273W/YJL074C/YMR076C/YCL061C/YCL016C/YPL024W/YMR078C/YDR014W/YMR048W/YER147C
GO:0006270	DNA replication initiation [biological_process]	0.0186090422579777	0.243795526095341	0.509189484907219	1.61576660067658	27	YPR019W/YKL108W/YDR052C/YBR275C/YPL153C/YBR202W/YLR103C/YDL017W/YHR118C/YMR078C/YEL032W/YLR274W/YLR381W/YLR117C/YDR099W/YML065W
GO:0032392	DNA geometric change [biological_process]	0.0185858181338596	0.243795526095341	0.950866030399434	1.43002833188074	2	YGL163C/YBR073W
GO:0035753	maintenance of DNA trinucleotide repeats [biological_process]	0.0194273343206253	0.246434501064433	0.68504053870187	1.64843619784182	9	YGL252C/YKL113C/YCL016C/YDR369C/YNL250W/YMR078C
GO:0007031	peroxisome organization [biological_process]	0.0196603578952435	0.246434501064433	0.560354957951943	1.60655144039039	17	YDR216W/YLL001W/YHR150W/YCL056C/YKR001C/YBR168W/YPL112C/YDR479C/YKL026C
GO:0061709	reticulophagy [biological_process]	0.0192940164223681	0.246434501064433	0.510216164718436	1.5942773524781	24	YPR049C/YLR025W/YKL129C/YHR073W/YLR312C/YBL078C/YMR109W/YER120W/YPR173C/YAL009W/YLL040C/YNL242W/YNL084C/YGL180W
GO:0030148	sphingolipid biosynthetic process [biological_process]	0.0197910934483284	0.246434501064433	-0.622909075678266	-1.58712343260562	20	YPL057C/YDR072C/YPL221W/YLR372W/YKR053C/YMR296C/YDR062W/YGR143W/YBR161W/YDR346C/YCR034W/YER093C
GO:0042797	tRNA transcription by RNA polymerase III [biological_process]	0.0192124909412776	0.246434501064433	-0.622650783988899	-1.56260946767102	19	YNR003C/YPR110C/YOR224C/YOR207C/YOR116C/YBR154C/YPR190C/YKR025W/YJL011C/YDL150W/YFL023W
GO:0000038	very long-chain fatty acid metabolic process [biological_process]	0.0198459157019676	0.246434501064433	-0.912744367839954	-1.45742337976704	3	YMR272C
GO:0006260	DNA replication [biological_process]	0.0206823300777716	0.253087942336919	0.620852853221426	1.6827415875972	14	YKL045W/YAR007C/YFR027W/YNL273W/YLR135W/YJL173C/YCL061C/YNL102W/YIR008C
GO:0060236	regulation of mitotic spindle organization [biological_process]	0.0207361969561761	0.253087942336919	0.947331212442559	1.42471224142765	2	YMR198W/YPR141C
GO:0007120	axial cellular bud site selection [biological_process]	0.0218507117047118	0.257372501388665	0.590864690486405	1.64368960377147	15	YOR127W/YIL140W/YOL070C/YCL014W/YKL092C/YGR152C/YGR058W
GO:0006749	glutathione metabolic process [biological_process]	0.022348872669604	0.257372501388665	0.632308985791562	1.63811795230443	12	YLL060C/YKR076W/YPL091W
GO:0031573	mitotic intra-S DNA damage checkpoint signaling [biological_process]	0.021969158813567	0.257372501388665	0.679892749941913	1.6360488997896	9	YPL194W/YCL061C/YDL074C/YNL127W/YDR217C
GO:0051083	'de novo' cotranslational protein folding [biological_process]	0.0217039989309558	0.257372501388665	-0.839964633068081	-1.56846116268366	5	YDL229W/YHR064C/YNL209W/YGR285C/YDR161W
GO:0016562	protein import into peroxisome matrix, receptor recycling [biological_process]	0.0222343614143271	0.257372501388665	0.755277126398327	1.55474730388265	6	YJL210W/YOL044W/YKL197C
GO:0000464	endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [biological_process]	0.0218234704847042	0.257372501388665	-0.889497878359265	-1.5459756702955	4	YGL078C/YOL077C/YKR024C/YMR229C
GO:0071218	cellular response to misfolded protein [biological_process]	0.0223439645512083	0.257372501388665	-0.907901714689765	-1.44969087966091	3	YGR234W/YJL082W/YOR052C
GO:0008654	phospholipid biosynthetic process [biological_process]	0.0230318001249309	0.260600424159384	0.584385578636892	1.62566576690968	15	YHL020C/YOL108C/YDR018C/YDR123C/YPR140W/YDR319C/YER120W/YKR067W
GO:0000379	tRNA-type intron splice site recognition and cleavage [biological_process]	0.0230795259233773	0.260600424159384	0.831492358976243	1.48989046885545	4	YAR008W/YLR105C
GO:0006144	purine nucleobase metabolic process [biological_process]	0.0231766483671161	0.260600424159384	-0.907094733085881	-1.44840233283665	3	YGL234W/YOR128C
GO:0007266	Rho protein signal transduction [biological_process]	0.0235242944936346	0.262442910444611	0.744003629205813	1.65864496204406	7	YOL105C/YDL135C/YNL283C/YLR229C
GO:1903833	positive regulation of cellular response to amino acid starvation [biological_process]	0.0241610246659337	0.265935535128305	-0.834868843771787	-1.55894582443035	5	YDR152W/YKR026C/YGR173W/YEL009C
GO:0070193	synaptonemal complex organization [biological_process]	0.0243960469900616	0.265935535128305	0.903075776905354	1.49089806053893	3	YDR506C
GO:0045010	actin nucleation [biological_process]	0.0243889812071053	0.265935535128305	0.828463451737527	1.48446319104911	4	YNL271C/YHR114W/YIL159W
GO:1904262	negative regulation of TORC1 signaling [biological_process]	0.0266897065462307	0.288734098091041	0.672032384385589	1.61713423652621	9	YGR178C/YHL023C/YDL180W/YOR043W/YGL073W
GO:0006284	base-excision repair [biological_process]	0.0270808824388875	0.290763158817529	0.598035587258485	1.58219373619026	13	YIL126W/YKL114C/YDR369C/YNL250W/YAL015C/YJR006W
GO:0000011	vacuole inheritance [biological_process]	0.0276037122010953	0.294164933008687	0.5448376015713	1.58198815712155	18	YML001W/YCL063W/YLR043C/YOR326W/YNL298W/YGL095C/YDR323C
GO:0034605	cellular response to heat [biological_process]	0.0282856717694836	0.296431836125299	-0.739690944413819	-1.59456116569699	9	YOL052C-A/YMR186W/YJR066W/YFL014W/YNL123W/YNL007C
GO:0015867	ATP transport [biological_process]	0.0284391887599201	0.296431836125299	0.743693911457876	1.53090311269836	6	YBL030C/YKL188C/YPL147W
GO:0000715	nucleotide-excision repair, DNA damage recognition [biological_process]	0.0282735115960326	0.296431836125299	0.895350892699311	1.47814496143561	3	YJR052W/YBR114W/YMR201C
GO:1901195	positive regulation of formation of translation preinitiation complex [biological_process]	0.0292640357570968	0.302330408176456	-0.783733983001962	-1.58350750946886	7	YOR204W/YGR162W/YOL139C/YJL138C/YKR059W
GO:0009085	L-lysine biosynthetic process [biological_process]	0.0294285201236186	0.302330408176456	-0.949628844114528	-1.41746209994668	2	YIL094C/YIR034C
